DiaChi,chieuDai,chieuNgang,dienTich,dienTichSuDung,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,dacDiem,huongCuaChinh,TinhTrangNoiThat,Gia
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",10 m,5 m,50 m²,,- 39 triệu/m²,3 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"1,95 tỷ"
"Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",8 m,3 m,24 m²,68 m²,"- 108,33 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,,"2,6 tỷ"
"v12c, Đường Hương Giang, Phường 15, Quận 10, Tp Hồ Chí Minh",11 m,4.5 m,42 m²,,"- 323,81 triệu/m²",4 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"13,6 tỷ"
"Đường Nguyễn Thị Búp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",13 m,4 m,51.3 m²,148.9 m²,"- 92,59 triệu/m²",4 phòng,3.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,75 tỷ"
"Đường Đoàn Nguyễn Tuấn, Xã Quy Đức, Huyện Bình Chánh, Tp Hồ Chí Minh",,,100 m²,,- 15 triệu/m²,3 phòng,3.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"1,5 tỷ"
"Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",12 m,5 m,60 m²,,"- 86,67 triệu/m²",5 phòng,,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"5,2 tỷ"
"Đường Vũ Giới, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",9 m,4 m,36 m²,72 m²,"- 33,19 triệu/m²",2 phòng,1.0,1 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây Bắc,,"1,195 tỷ"
"Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",30 m,9 m,280 m²,,"- 117,86 triệu/m²",6 phòng,,6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,33 tỷ
"Đường Trần Cao Vân, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh",4 m,4 m,16 m²,16 m²,"- 215,62 triệu/m²",2 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"3,45 tỷ"
"Đường Bình Lợi, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",18 m,4 m,72 m²,280 m²,"- 163,89 triệu/m²",5 phòng,5.0,6 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"11,8 tỷ"
"Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",19 m,5 m,95 m²,300 m²,"- 91,58 triệu/m²",4 phòng,3.0,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Tây Nam,Nội thất cao cấp,"8,7 tỷ"
"Đường Nguyễn Văn Trỗi, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh",18 m,7 m,126 m²,,"- 276,19 triệu/m²",6 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"34,8 tỷ"
"Phạm Thị Giây, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",19 m,5.09 m,91 m²,145 m²,"- 47,25 triệu/m²",3 phòng,2.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Bắc,,"4,3 tỷ"
"Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",12.5 m,4.4 m,57 m²,57 m²,"- 64,04 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"3,65 tỷ"
"Đường Dương Thị Mười, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",15 m,4 m,60 m²,180 m²,"- 78,33 triệu/m²",4 phòng,3.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Tây Nam,Nội thất cao cấp,"4,7 tỷ"
"Đường Võ Thành Trang, Phường 11, Quận Tân Bình, Tp Hồ Chí Minh",15 m,4.2 m,63 m²,,"- 93,65 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"5,9 tỷ"
"Đường số 8, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",9 m,3.1 m,28 m²,28 m²,"- 123,21 triệu/m²",2 phòng,1.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Nam,Nội thất đầy đủ,"3,45 tỷ"
"Đường Đỗ Văn Dậy, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh",30 m,5 m,152 m²,152 m²,"- 42,76 triệu/m²",2 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"6,5 tỷ"
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",15 m,7 m,102 m²,102 m²,"- 57,84 triệu/m²",2 phòng,1.0,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Tây,Nội thất đầy đủ,"5,9 tỷ"
"Đường Thống Nhất, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",15 m,5 m,75 m²,75 m²,"- 193,07 triệu/m²",7 phòng,6.0,6 phòng,Nhà biệt thự,Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"14,48 tỷ"
"Đường Xóm Chiếu, Phường 16, Quận 4, Tp Hồ Chí Minh",17.5 m,5.15 m,91.2 m²,500 m²,"- 164,46 triệu/m²",6 phòng,4.0,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây Bắc,Nội thất cao cấp,"14,999 tỷ"
"Đường Vĩnh Hội, Phường 4, Quận 4, Tp Hồ Chí Minh",15 m,6 m,90 m²,,"- 86,67 triệu/m²",6 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"7,8 tỷ"
"Đường Bông Sao, Phường 5, Quận 8, Tp Hồ Chí Minh",,,11 m²,,"- 98,18 triệu/m²",3 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"1,08 tỷ"
"Đường Tân Hiệp 39, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",25 m,12 m,300 m²,600 m²,"- 28,93 triệu/m²",4 phòng,1.0,3 phòng,Nhà biệt thự,Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Tây Bắc,Nội thất cao cấp,"8,68 tỷ"
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",10 m,5 m,50 m²,50 m²,- 15 triệu/m²,2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,750 triệu
"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",8 m,3 m,24 m²,50 m²,"- 35,42 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,,,850 triệu
"Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",13 m,4 m,52 m²,200 m²,"- 132,69 triệu/m²",4 phòng,4.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Nam,,"6,9 tỷ"
"Đường Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",20 m,5 m,100 m²,,- 9 triệu/m²,2 phòng,2.0,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Đông Nam,Hoàn thiện cơ bản,900 triệu
"Đường Trường Chinh, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",,,38 m²,,"- 210,53 triệu/m²",4 phòng,,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,8 tỷ
"917, Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",23 m,4 m,92 m²,92 m²,"- 83,70 triệu/m²",1 phòng,,1 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,Đông Nam,Hoàn thiện cơ bản,"7,7 tỷ"
"Đường A4, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",18 m,10.4 m,187 m²,,"- 368,98 triệu/m²",4 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,69 tỷ
"Không , Kênh T5, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh",8 m,5 m,40 m²,40 m²,"- 16,25 triệu/m²",1 phòng,,1 phòng,"Nhà ngõ, hẻm",Giấy tờ viết tay,Nhà nở hậu,Đông Nam,Nội thất đầy đủ,650 triệu
"Đường Phan Đăng Lưu, Phường 3, Quận Phú Nhuận, Tp Hồ Chí Minh",11 m,4 m,40 m²,165 m²,"- 247,50 triệu/m²",4 phòng,4.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"9,9 tỷ"
"Trương Công Định, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",5 m,10 m,47.3 m²,50 m²,"- 121,56 triệu/m²",3 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"5,75 tỷ"
"Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",18 m,5 m,80 m²,80 m²,"- 37,50 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,3 tỷ
"345/34/40, Đường Nguyễn Văn Công, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",5 m,3.2 m,16 m²,60 m²,"- 167,50 triệu/m²",3 phòng,4.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Tây Bắc,Hoàn thiện cơ bản,"2,68 tỷ"
"Đường Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh",,,30 m²,,- 130 triệu/m²,3 phòng,3.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"3,9 tỷ"
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",5 m,4 m,20 m²,,"- 82,50 triệu/m²",2 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"1,65 tỷ"
"Đường số 5, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",6 m,10 m,66 m²,120 m²,"- 59,09 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông,Nội thất đầy đủ,"3,9 tỷ"
"Đường Hồ Bá Phấn, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",26 m,10 m,260 m²,,"- 130,77 triệu/m²",nhiều hơn 10 phòng,,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,34 tỷ
"Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4 m,60 m²,100 m²,"- 78,33 triệu/m²",2 phòng,2.0,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"4,7 tỷ"
"Đường Trần Bá Giao, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",,,25 m²,25 m²,- 84 triệu/m²,4 phòng,3.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"2,1 tỷ"
"Đường Âu Cơ, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh",7 m,3 m,21 m²,21 m²,"- 166,67 triệu/m²",3 phòng,4.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Tây,Nội thất đầy đủ,"3,5 tỷ"
"Đường Lê Văn Việt, Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",16 m,5 m,80 m²,210 m²,"- 68,75 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"5,5 tỷ"
"Đường Lạc Long Quân, Phường 8, Quận Tân Bình, Tp Hồ Chí Minh",13 m,4.8 m,60 m²,120 m²,"- 113,33 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,8 tỷ"
"Đường Phạm Văn Hai, Phường 5, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam, Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",11 m,3.5 m,44 m²,88 m²,"- 102,27 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,5 tỷ"
"Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13 m,4 m,52 m²,,"- 88,46 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,6 tỷ"
"Đường Nguyễn Thị Đặng, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",12 m,4.5 m,46 m²,132 m²,"- 97,39 triệu/m²",4 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất cao cấp,"4,48 tỷ"
"Nguyễn Duy Trinh, Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",20 m,8 m,161 m²,303.7 m²,"- 52,80 triệu/m²",4 phòng,2.0,4 phòng,Nhà biệt thự,Đã có sổ,Hẻm xe hơi,Đông,Bàn giao thô,"8,5 tỷ"
"Đường Khánh Hội, Phường 6, Quận 4, Tp Hồ Chí Minh",18 m,4 m,72 m²,500 m²,"- 402,78 triệu/m²",6 phòng,6.0,6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,29 tỷ
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",40 m,7 m,280 m²,560 m²,"- 67,86 triệu/m²",5 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,,,19 tỷ
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",5 m,4.5 m,21 m²,42 m²,"- 138,10 triệu/m²",2 phòng,1.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"2,9 tỷ"
"Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",,,37 m²,,"- 118,38 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,38 tỷ"
"Đường Cộng Hòa, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",18 m,4.1 m,72 m²,72 m²,- 175 triệu/m²,4 phòng,4.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"12,6 tỷ"
"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Tp Hồ Chí Minh",,,180 m²,,"- 177,22 triệu/m²",6 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"31,9 tỷ"
"Đường Nguyễn Huy Lượng, Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh",,,42 m²,,"- 79,05 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,32 tỷ"
"138, Đường Vĩnh Hội, Phường 4, Quận 4, Tp Hồ Chí Minh",20 m,4 m,82 m²,400 m²,"- 221,95 triệu/m²",nhiều hơn 10 phòng,6.0,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"18,2 tỷ"
"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,,"- 78,57 triệu/m²",4 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,4 tỷ"
"Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",9 m,7 m,63 m²,,"- 76,98 triệu/m²",4 phòng,2.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông Nam,,"4,85 tỷ"
"Đường Huỳnh Văn Bánh, Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh",10 m,3.2 m,32 m²,,"- 93,75 triệu/m²",4 phòng,2.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,3 tỷ
"500/37, Đoàn Văn Bơ, Phường 14, Quận 4, Tp Hồ Chí Minh",6 m,5 m,30 m²,96.2 m²,"- 139,97 triệu/m²",2 phòng,4.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hiện trạng khác,Đông Bắc,Nội thất cao cấp,"4,199 tỷ"
"Đường Nguyễn Quý Yêm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,168 m²,"- 83,57 triệu/m²",3 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"4,68 tỷ"
"Đường Trần Đại Nghĩa, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",,,81.2 m²,,"- 14,78 triệu/m²",3 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"1,2 tỷ"
"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",13 m,4 m,47 m²,82 m²,- 80 triệu/m²,2 phòng,1.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Tây,Nội thất cao cấp,"3,76 tỷ"
"Đường Tỉnh lộ 10, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,80 m²,"- 98,75 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Bắc,Hoàn thiện cơ bản,"3,95 tỷ"
"Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",15 m,3.8 m,57 m²,96 m²,"- 99,12 triệu/m²",2 phòng,1.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"5,65 tỷ"
"Đường Liên khu 8-9, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",4 m,3 m,12 m²,42 m²,"- 179,17 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Tây Nam,Hoàn thiện cơ bản,"2,15 tỷ"
"KDC Bình Phú 1, Phường 10, Quận 6, Tp Hồ Chí Minh",18.4 m,4.1 m,72.5 m²,210 m²,"- 175,17 triệu/m²",5 phòng,4.0,6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Đông Bắc,,"12,7 tỷ"
"Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",10 m,4 m,40 m²,120 m²,"- 103,75 triệu/m²",4 phòng,3.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Tây Nam,Nội thất đầy đủ,"4,15 tỷ"
"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",8 m,8 m,58 m²,,"- 66,38 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"3,85 tỷ"
"Đường Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",15 m,8 m,145 m²,280 m²,"- 158,62 triệu/m²",4 phòng,3.0,,Nhà biệt thự,Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,23 tỷ
"Đường Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",19 m,3.2 m,60 m²,60 m²,"- 88,33 triệu/m²",8 phòng,3.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"5,3 tỷ"
"Hẻm 76 Đường Số 59, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",16.2 m,4 m,64.8 m²,,"- 168,21 triệu/m²",4 phòng,4.0,6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây,Nội thất đầy đủ,"10,9 tỷ"
"Hẻm 381 Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4 m,60 m²,180 m²,"- 112,50 triệu/m²",5 phòng,3.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Hoàn thiện cơ bản,"6,75 tỷ"
"Đường Bùi Công Trừng, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",7 m,7 m,49 m²,84 m²,"- 52,65 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"2,58 tỷ"
"Đường Trường Chinh, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",,,117 m²,,"- 121,37 triệu/m²",3 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"14,2 tỷ"
"Đường Số 20, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",12 m,4 m,48 m²,120 m²,"- 103,75 triệu/m²",4 phòng,4.0,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,Tây,Nội thất đầy đủ,"4,98 tỷ"
"Đường Trần Văn Kiểu, Phường 11, Quận 6, Tp Hồ Chí Minh",19 m,4 m,76 m²,232 m²,"- 164,47 triệu/m²",6 phòng,4.0,6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Đông Nam,,"12,5 tỷ"
"Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",20 m,4 m,79 m²,79 m²,"- 64,56 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"5,1 tỷ"
"Đường Quang Trung, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh",29 m,4.3 m,125 m²,125 m²,- 68 triệu/m²,1 phòng,,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông,Hoàn thiện cơ bản,"8,5 tỷ"
"Đường Nguyễn Xí, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",,,22 m²,22 m²,"- 104,55 triệu/m²",3 phòng,2.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"2,3 tỷ"
"Hoàng Văn Thụ, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",8 m,3 m,24 m²,24 m²,"- 95,42 triệu/m²",2 phòng,,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Bắc,Nội thất đầy đủ,"2,29 tỷ"
"126, An Dưng Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",12 m,5 m,60 m²,229 m²,"- 91,67 triệu/m²",5 phòng,5.0,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"5,5 tỷ"
"Đường 25A, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",7 m,3 m,19 m²,38 m²,"- 71,05 triệu/m²",2 phòng,2.0,1 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,,,"1,35 tỷ"
"Đường Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh",4.5 m,8.5 m,38 m²,150 m²,"- 156,58 triệu/m²",5 phòng,4.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất cao cấp,"5,95 tỷ"
"Đường Đinh Thị Thi, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",11 m,7.4 m,81 m²,200 m²,"- 104,94 triệu/m²",4 phòng,,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"8,5 tỷ"
"Hẻm C8 Đường Bàu Gốc, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",18.68 m,5 m,93.4 m²,,"- 21,41 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,2 tỷ
"Đường số 15, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",19.5 m,7 m,136.5 m²,200 m²,"- 86,45 triệu/m²",2 phòng,1.0,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,"11,8 tỷ"
"Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",20 m,5 m,100 m²,397 m²,- 180 triệu/m²,7 phòng,,5 phòng,Nhà phố liền kề,,"Hẻm xe hơi,Nhà nở hậu",,,18 tỷ
"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",8 m,3.2 m,25.6 m²,40 m²,"- 91,80 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"2,35 tỷ"
"Hẻm 4m, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",10 m,5 m,52 m²,52 m²,"- 12,50 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nát,,,650 triệu
"Hẻm 317/53 đường HT17, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",15 m,4 m,59.4 m²,59.4 m²,"- 59,76 triệu/m²",3 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông Bắc,,"3,55 tỷ"
"Đường Quang Trung, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",,,110 m²,,"- 72,73 triệu/m²",5 phòng,4.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,8 tỷ
"Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",,,28 m²,,"- 39,29 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Hẻm xe hơi,,,"1,1 tỷ"
"Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",11 m,4 m,44 m²,,"- 231,82 triệu/m²",3 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Bắc,,"10,2 tỷ"
